Setting,gamma,variable,value
"Transition: Hm
Reward: Sm",0.95,proposed - overall,9.225066697726621
"Transition: Hm
Reward: Sm",0.95,proposed - overall,9.522873227808375
"Transition: Hm
Reward: Sm",0.95,proposed - overall,9.27732230345105
"Transition: Hm
Reward: Sm",0.95,proposed - overall,9.378460729906816
"Transition: Hm
Reward: Sm",0.95,proposed - overall,9.140220683645543
"Transition: Hm
Reward: Sm",0.95,proposed - overall,9.004413381453805
"Transition: Hm
Reward: Sm",0.95,proposed - overall,9.729033269662306
"Transition: PC
Reward: Hm",0.9,proposed - overall,2.792670435346079
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.541928781438624
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.043728468094368
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.382518949753031
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.729136259544341
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.242932754842692
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.444097405957602
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.220784715224954
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.442310049010067
"Transition: PC
Reward: Hm",0.9,proposed - overall,1.3505395257422839
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.925577732456201
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.500184753472255
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.911510312651568
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.2034019404772645
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.352463514073122
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.841512229654024
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.732377866619226
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.1006011121236075
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.4009315633710235
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.574531823462539
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.664278087831143
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.2366372157600525
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.357881122184844
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.687695640187431
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.417378461027491
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.760848041278
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.720789377965694
"Transition: PC
Reward: Hm",0.9,proposed - overall,2.440913232222275
"Transition: PC
Reward: Hm",0.9,proposed - overall,6.797919350207712
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.854629506948845
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.0077485646068123
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.645825142274605
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.400976115638831
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.825636496659142
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.031072548149724
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.377142799548842
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.0032995291360685
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.675020238504884
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.4762719651233613
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.290742128616152
"Transition: PC
Reward: Hm",0.9,proposed - overall,2.877772386564113
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.264120049078599
"Transition: PC
Reward: Hm",0.9,proposed - overall,6.7643312113223
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.062928291969686
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.410433300085903
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.2871380431879373
"Transition: PC
Reward: Hm",0.9,proposed - overall,6.30517733686584
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.696242894933449
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.864483437687346
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.7723785305367965
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.289007886058408
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.940789669738614
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.193575979708418
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.727541734171245
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.816088734026246
"Transition: PC
Reward: Hm",0.9,proposed - overall,2.9285437426307883
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.4403582312820933
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.428913285518417
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.304576464670779
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.646154025583408
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.974126589130628
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.878604538364433
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.932063939306714
"Transition: PC
Reward: Hm",0.9,proposed - overall,2.8041940306336004
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.2038467538567614
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.495857343525255
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.231985794303737
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.0397103091713795
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.613375302786359
"Transition: PC
Reward: Hm",0.9,proposed - overall,2.9253390943502335
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.9037147477947682
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.707375083836658
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.090141215632315
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.741693672235653
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.740131198378749
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.725676569597607
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.101095192243815
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.6080217099406555
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.3361332318699413
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.079599547047593
"Transition: PC
Reward: Hm",0.9,proposed - overall,2.516069137547829
"Transition: PC
Reward: Hm",0.9,proposed - overall,6.336381574340402
"Transition: PC
Reward: Hm",0.9,proposed - overall,6.6503696398993135
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.4372744614326445
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.9008144395030686
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.438955376579356
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.790715636155804
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.334544785862383
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.083313457201232
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.11816845119075
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.185660643992
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.122134644466333
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.428064746551814
"Transition: PC
Reward: Hm",0.9,proposed - overall,6.753994859542022
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.923684439725777
"Transition: PC
Reward: Hm",0.9,proposed - overall,4.356441459614798
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.3196829253111426
"Transition: PC
Reward: Hm",0.9,proposed - overall,5.782018452798454
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.297307491672795
"Transition: PC
Reward: Hm",0.9,proposed - overall,3.218622281709248
"Transition: PC
Reward: Hm",0.95,proposed - overall,5.46245842135019
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.961445299940264
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.108301144287164
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.06204561462349
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.405545527362598
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.395503038783362
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.570707964278816
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.616202703037352
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.492081316651038
"Transition: PC
Reward: Hm",0.95,proposed - overall,2.7614259338479688
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.07781058859229
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.858279883834573
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.707451625281081
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.189982550558293
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.415831306029059
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.920755635538496
"Transition: PC
Reward: Hm",0.95,proposed - overall,13.435829321787137
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.55530162228926
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.262332216744763
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.806718605056536
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.524115874305194
"Transition: PC
Reward: Hm",0.95,proposed - overall,5.173371808954916
"Transition: PC
Reward: Hm",0.95,proposed - overall,6.945368752522579
"Transition: PC
Reward: Hm",0.95,proposed - overall,12.765345447772983
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.820431903069212
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.62956606067027
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.22485700793675
"Transition: PC
Reward: Hm",0.95,proposed - overall,5.144749045069562
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.869137856477256
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.147819523929186
"Transition: PC
Reward: Hm",0.95,proposed - overall,6.089668986117898
"Transition: PC
Reward: Hm",0.95,proposed - overall,14.616585892235118
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.059336869423019
"Transition: PC
Reward: Hm",0.95,proposed - overall,7.470106261142018
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.312932655478175
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.733577005196953
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.702480964553247
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.288835049963279
"Transition: PC
Reward: Hm",0.95,proposed - overall,7.431710044827595
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.75449683504256
"Transition: PC
Reward: Hm",0.95,proposed - overall,5.723502505822613
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.0059257540657
"Transition: PC
Reward: Hm",0.95,proposed - overall,14.26720716248419
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.032517582147907
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.447057485770879
"Transition: PC
Reward: Hm",0.95,proposed - overall,7.807634329220246
"Transition: PC
Reward: Hm",0.95,proposed - overall,12.769074092543041
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.7378556585912
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.516460051954365
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.241074359490895
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.85473174402549
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.717820579316651
"Transition: PC
Reward: Hm",0.95,proposed - overall,7.898537565689616
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.203471562450668
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.264099021899826
"Transition: PC
Reward: Hm",0.95,proposed - overall,5.8455923373295855
"Transition: PC
Reward: Hm",0.95,proposed - overall,5.801328084006451
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.359739393342776
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.31388357146192
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.375820320074133
"Transition: PC
Reward: Hm",0.95,proposed - overall,7.862109948711734
"Transition: PC
Reward: Hm",0.95,proposed - overall,6.980275540979546
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.019046624248528
"Transition: PC
Reward: Hm",0.95,proposed - overall,5.043869558184138
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.240565424905487
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.08590136623702
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.777852073172
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.141887661211923
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.572444649448062
"Transition: PC
Reward: Hm",0.95,proposed - overall,5.495611483237172
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.00511803772588
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.534098335841014
"Transition: PC
Reward: Hm",0.95,proposed - overall,7.323897337579513
"Transition: PC
Reward: Hm",0.95,proposed - overall,11.651512754714814
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.675626631608324
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.359531281409332
"Transition: PC
Reward: Hm",0.95,proposed - overall,12.570217369036552
"Transition: PC
Reward: Hm",0.95,proposed - overall,7.126119465767781
"Transition: PC
Reward: Hm",0.95,proposed - overall,13.18925538944609
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.87503022794933
"Transition: PC
Reward: Hm",0.95,proposed - overall,4.567024697634145
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.870707639783857
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.656375570981131
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.693832993397741
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.49091557378511
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.955682266403672
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.644397613983134
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.973078909679884
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.275035351829999
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.61414699843582
"Transition: PC
Reward: Hm",0.95,proposed - overall,7.4950207915179
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.648636432456712
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.762802427826292
"Transition: PC
Reward: Hm",0.95,proposed - overall,13.362024297551464
"Transition: PC
Reward: Hm",0.95,proposed - overall,9.992950136963152
"Transition: PC
Reward: Hm",0.95,proposed - overall,8.19210443639523
"Transition: PC
Reward: Hm",0.95,proposed - overall,7.047880773032168
"Transition: PC
Reward: Hm",0.95,proposed - overall,10.932868444412556
"Transition: PC
Reward: Hm",0.95,proposed - overall,6.142513073002556
"Transition: PC
Reward: Hm",0.95,proposed - overall,6.132389248115958
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.029761403003738
"Transition: Sm
Reward: Hm",0.9,proposed - overall,4.188152842325863
"Transition: Sm
Reward: Hm",0.9,proposed - overall,6.0298056934621584
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.6729133830258203
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.728192142830009
"Transition: Sm
Reward: Hm",0.9,proposed - overall,4.9878615877619215
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.9353193509692965
"Transition: Sm
Reward: Hm",0.9,proposed - overall,1.4095224761754452
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.713198346011263
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.137070161408885
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.0888112446518843
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.026727270507622
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.3284505457370503
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.5432492517078265
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.9335657341133525
"Transition: Sm
Reward: Hm",0.9,proposed - overall,4.11917218000878
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.1578511309266766
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.9966620384123277
"Transition: Sm
Reward: Hm",0.9,proposed - overall,5.797583343333108
"Transition: Sm
Reward: Hm",0.9,proposed - overall,4.979767069898215
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.2348719471989065
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.450366788556627
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.4551182930931192
"Transition: Sm
Reward: Hm",0.9,proposed - overall,4.875398738216671
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.451353173678494
"Transition: Sm
Reward: Hm",0.9,proposed - overall,5.148758632936398
"Transition: Sm
Reward: Hm",0.9,proposed - overall,4.283705857866552
"Transition: Sm
Reward: Hm",0.9,proposed - overall,1.9241693506952688
"Transition: Sm
Reward: Hm",0.9,proposed - overall,4.253687541815938
"Transition: Sm
Reward: Hm",0.9,proposed - overall,4.1346417568179845
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.493132012738145
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.816824550927605
"Transition: Sm
Reward: Hm",0.9,proposed - overall,5.769164623509828
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.597969300147966
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.2282136991332555
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.131571739244136
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.3037340070424275
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.6108316184948315
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.3438255024651444
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.2721888820501968
"Transition: Sm
Reward: Hm",0.9,proposed - overall,1.5688179639448552
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.969178827814207
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.2408309117371794
"Transition: Sm
Reward: Hm",0.9,proposed - overall,2.7414044507364963
"Transition: Sm
Reward: Hm",0.9,proposed - overall,1.5218632408047457
"Transition: Sm
Reward: Hm",0.9,proposed - overall,1.7740281002970915
"Transition: Sm
Reward: Hm",0.9,proposed - overall,5.448076176048355
"Transition: Sm
Reward: Hm",0.9,proposed - overall,3.9504007571676305
